id,title,short_description,full_description,instructions,materials,duration_minutes,difficulty,age_groups,category,skills_developed,location,tags,premium,season
creativity_013,Создание флипбука,Анимация в книжке,"Создание простой анимации учит понимать принципы движения и последовательности. Ребенок создает собственный мультфильм в формате флипбука - книжки с рисунками, которые оживают при перелистывании.","Возьмите стопку из 20-30 небольших листочков | Скрепите их с одной стороны | На последней странице нарисуйте первый кадр анимации | На каждой следующей странице немного измените положение объекта | Например: мячик падает, цветок растет, человечек машет рукой | Следите за плавностью изменений | Быстро пролистывайте готовую книжку большим пальцем | Экспериментируйте с разными движениями","Маленькие листы бумаги (8x6 см),простой карандаш,скрепки или зажимы,ластик,цветные карандаши",60,medium,9-12,creativity,"понимание движения,последовательность,терпение,наблюдательность,художественные навыки",indoor,"анимация,движение,последовательность,мультипликация",false,any
creativity_014,Ведение дневника,Разберись в своих мыслях и чувствах,"Практика рефлексивного письма помогает подросткам развивать эмоциональный интеллект. Ведение дневника учит анализировать свои переживания, ставить цели и отслеживать личностный рост.","Выберите красивый блокнот, который хочется брать в руки | Установите время для записей: утром или перед сном | Начинайте с простого: как прошел день, что чувствовали | Записывайте не только события, но и эмоции | Задавайте себе вопросы: почему это произошло? что я узнал? | Добавляйте рисунки, вклеивайте билеты, фото | Перечитывайте старые записи через месяц - увидите изменения | Никому не показывайте дневник без своего желания","Красивый блокнот или тетрадь,удобная ручка,цветные карандаши,клей-карандаш,календарь",25,easy,13-17,creativity,"эмоциональный интеллект,рефлексия,письменная речь,самоанализ,планирование",indoor,"дневник,эмоции,саморазвитие,письмо",false,any
creativity_015,Скетчинг,Быстрые зарисовки окружающего мира,"Развитие художественного восприятия через быстрое рисование. Скетчинг учит замечать детали окружающего мира, развивает наблюдательность и уверенность в рисовании.","Возьмите небольшой блокнот и карандаш на прогулку | Выберите интересный объект: дерево, здание, человека | Дайте себе 5-10 минут на зарисовку | Не стремитесь к фотографической точности | Сосредоточьтесь на основных формах и пропорциях | Добавьте тени и детали | Подпишите дату и место | Рисуйте каждый день разные объекты | Сравнивайте новые работы со старыми","Скетчбук или блокнот,карандаши разной мягкости (2H, HB, 2B),ластик,растушевка,точилка",30,easy,13-17,creativity,"наблюдательность,художественные навыки,уверенность в рисовании,терпение,внимание к деталям",any,"рисование,наблюдение,искусство,практика",false,any
creativity_016,Написание рассказа,Создание собственной истории,"Развитие литературных способностей через создание оригинальных произведений. Подросток учится структурировать повествование, создавать персонажей и увлекательные сюжеты.","Начните с идеи: что если? а что, если собака умела говорить? | Создайте главного героя: опишите его внешность, характер, мечты | Придумайте проблему или конфликт, который нужно решить | Определите место действия: опишите его детально | Набросайте план: завязка, развитие, кульминация, развязка | Пишите диалоги - они оживляют историю | Показывайте эмоции героев через действия | Придумайте неожиданный поворот или финал","Тетрадь или компьютер,ручка,черновики для заметок,словарь синонимов,таймер для письменных сессий",90,medium,13-17,creativity,"литературное творчество,воображение,структурирование,языковые навыки,планирование",indoor,"писательство,литература,творчество,язык",false,any
creativity_017,Фотопрогулка,Изучение мира через объектив,"Развитие художественного взгляда через фотографию. Подросток учится видеть красоту в обычных вещах, понимать композицию и работать со светом.","Выберите тему фотосессии: архитектура, природа, люди, детали | Изучите основы композиции: правило третей, ведущие линии | Обращайте внимание на освещение: как падает свет и тень | Экспериментируйте с ракурсами: снимайте сверху, снизу, сбоку | Делайте много кадров одного объекта с разных точек | Ищите необычные детали в обычных местах | Отберите лучшие фотографии | Создайте альбом или коллаж из снимков","Фотоаппарат или смартфон с хорошей камерой,заряженная батарея,карта памяти,блокнот для идей",60,easy,13-17,creativity,"художественное восприятие,композиция,работа со светом,наблюдательность,техническая грамотность",outdoor,"фотография,искусство,композиция,наблюдение",false,any
creativity_018,Создание коллажа,Композиция из разных материалов,"Художественная техника, развивающая чувство композиции и работу с различными материалами. Создание коллажа учит сочетать цвета, текстуры и формы в единое произведение.","Выберите тему: мечты, путешествия, любимые вещи, будущая профессия | Соберите материалы: журналы, фотографии, ткань, листья | Вырежьте интересные изображения и текстуры | Поэкспериментируйте с расположением на бумаге перед приклеиванием | Наслаивайте элементы для создания глубины | Добавьте рисованные детали маркерами | Играйте с контрастами и цветовыми сочетаниями | Покройте готовый коллаж прозрачной пленкой","Плотная основа (картон или ватман),старые журналы,личные фотографии,клей-карандаш,ножницы,цветные маркеры,природные материалы,ткани",50,easy,13-17,creativity,"композиция,цветовосприятие,работа с материалами,художественный вкус,планирование",indoor,"коллаж,композиция,материалы,искусство",false,any
creativity_019,Практика каллиграфии,Искусство красивого письма,"Изучение каллиграфии развивает терпение, концентрацию и эстетическое восприятие. Красивое письмо - это медитативная практика, которая успокаивает и развивает мелкую моторику.","Изучите базовые принципы: правильная осанка, положение ручки | Начните с простых упражнений: палочки, крючки, овалы | Тренируйте отдельные буквы, соблюдая пропорции | Изучите разные стили: печатный, курсив, готический | Копируйте красивые образцы из учебников | Напишите любимую цитату красивым почерком | Украсьте текст декоративными элементами | Создайте открытку с каллиграфическим поздравлением","Специальные каллиграфические ручки,качественная бумага с разметкой,образцы шрифтов,линейка,простой карандаш,ластик",60,medium,18+,creativity,"мелкая моторика,концентрация,эстетическое восприятие,терпение,внимание к деталям",indoor,"каллиграфия,красота,концентрация,традиция",false,any
creativity_020,Письмо благодарности,Выражение признательности,"Практика выражения благодарности развивает эмпатию и укрепляет отношения. Написание письма от руки показывает искренность чувств и заботу о получателе.","Подумайте о человеке, который много для вас значит | Вспомните конкретные поступки, за которые хотите поблагодарить | Выберите качественную бумагу и хорошую ручку | Начните с теплого обращения | Опишите, как действия этого человека повлияли на вас | Будьте конкретными: не просто 'спасибо за все', а 'спасибо за то, что...' | Добавьте личные воспоминания | Украсьте письмо рисунком или найденным засушенным цветком","Красивая бумага или открытка,качественная ручка,конверт,цветные карандаши,засушенные цветы или наклейки",30,easy,18+,creativity,"эмпатия,выражение чувств,письменная речь,благодарность,внимательность к людям",indoor,"благодарность,отношения,эмоции,письмо",false,any
creativity_021,Фрирайтинг,Свободное письмо без ограничений,"Техника развития креативности через непрерывное письмо. Фрирайтинг помогает преодолеть внутреннего критика, найти новые идеи и развить беглость письма.","Установите таймер на 15-20 минут | Возьмите ручку и бумагу (не компьютер!) | Начните писать о чем угодно и не останавливайтесь | Если не знаете, что писать, пишите 'не знаю, что писать' | Не редактируйте, не исправляйте ошибки | Позвольите мыслям течь свободно | Если застряли на одной мысли, продолжайте ее развивать | После завершения прочитайте и выделите интересные идеи","Несколько листов бумаги,удобная ручка,таймер,тихое место,маркер для выделения идей",25,easy,18+,creativity,"креативное мышление,преодоление блоков,поток сознания,самопознание,беглость письма",indoor,"креативность,письмо,поток,идеи",false,any
active_games_001,Гараж для машинок,Дороги и парковки из скотча,"Активная игра с элементами планирования и логики. Ребенок создает дорожную инфраструктуру и учится правилам дорожного движения, развивая пространственное мышление и мелкую моторику.","Освободите пространство на полу | Наклейте скотч, создавая дороги, перекрестки и парковочные места | Сделайте разметку: пешеходные переходы, стоп-линии | Расставьте машинки на парковке | Объясните правила: машины едут по правой стороне | Играйте в поездки: из дома в магазин, к врачу | Устройте парковочные соревнования: кто точнее припаркуется | Добавьте светофор из картона","Цветной малярный скотч или изолента,коллекция игрушечных машинок,картон для знаков,фломастеры,ножницы",25,medium,3-5,active_games,"пространственное мышление,правила дорожного движения,логика,мелкая моторика,планирование",indoor,"машинки,дороги,правила,планирование",false,any
active_games_002,Домашняя тренировка,Физические упражнения дома,"Комплексная физическая активность для поддержания здоровья и развития силы. Подросток учится самостоятельно заботиться о своей физической форме и развивает дисциплину.","Найдите свободное пространство размером 2x2 метра | Начните с 5-минутной разминки: вращения головой, руками, наклоны | Выполните силовые упражнения: 10 отжиманий, 15 приседаний, планка на 30 секунд | Сделайте кардио: прыжки на месте, бег на месте по 1 минуте | Завершите растяжкой всех групп мышц | Следите за правильной техникой выполнения | Увеличивайте нагрузку постепенно | Ведите дневник тренировок","Коврик для упражнений,спортивная одежда,бутылка воды,таймер,блокнот для записи результатов",30,easy,13-17,active_games,"физическая сила,выносливость,самодисциплина,здоровые привычки,целеполагание",indoor,"спорт,здоровье,сила,дисциплина",false,any
active_games_003,Осознанная прогулка,Прогулка без гаджетов с полным погружением в момент,"Медитативная практика в движении, развивающая внимательность и связь с окружающим миром. Учит замедляться и находить красоту в простых вещах.","Выберите маршрут на 30-45 минут без сложных переходов | Оставьте телефон дома или выключите все уведомления | Идите медленнее обычного в 2 раза | Сосредоточьтесь на дыхании первые 5 минут | Обращайте внимание на звуки: птицы, ветер, шаги | Рассматривайте детали: текстуры зданий, формы облаков | Замечайте запахи и ощущения ветра на коже | После прогулки запишите 3 новых наблюдения","Удобная обувь,одежда по погоде,небольшой блокнот,ручка,бутылка воды",45,easy,18+,active_games,"осознанность,стрессоустойчивость,наблюдательность,связь с природой,эмоциональная регуляция",outdoor,"медитация,осознанность,природа,замедление",false,any
learn_new_001,Сортировка сокровищ,Рассортировать предметы по типу,"Развивающая игра на классификацию и логическое мышление. Ребенок учится группировать предметы по различным признакам, развивая аналитические способности и внимание к деталям.","Смешайте в большой миске фасоль, пуговицы, макароны разной формы | Дайте ребенку контейнер от яиц или форму для льда | Объясните задание: разложить предметы по видам | Покажите пример: все красные пуговицы в одну ячейку | Можно сортировать по цвету, размеру, форме, материалу | Считайте вместе предметы в каждой группе | Обсуждайте признаки: это круглое, это шершавое | Похвалите за внимательность и аккуратность","Контейнер от яиц или форма для льда,разноцветная фасоль,пуговицы разных размеров и цветов,макароны разной формы,небольшие природные материалы",15,easy,3-5,learn_new,"классификация,логическое мышление,внимание к деталям,мелкая моторика,математические представления",indoor,"сортировка,логика,классификация,внимание",false,any
learn_new_002,Капсула времени,Послание себе в будущее,"Проект на развитие временных представлений и рефлексии. Ребенок создает послание для себя в будущем, учится думать о времени и изменениях.","Найдите прочную коробку с крышкой | Обсудите с ребенком: каким он станет через год | Напишите письмо будущему себе: что любите сейчас, о чем мечтаете | Положите фотографию, рисунок, любимую маленькую игрушку | Добавьте список роста и веса, отпечаток ладони | Запечатайте коробку скотчем | Напишите на коробке дату вскрытия | Спрячьте в безопасное место | Отметьте дату в календаре","Прочная коробка,бумага и ручка,скотч,фотографии,небольшие памятные предметы,календарь",40,easy,9-12,learn_new,"временные представления,планирование,рефлексия,письменная речь,эмоциональное развитие",indoor,"время,планирование,память,рефлексия",false,any
learn_new_003,Домашний квест,Поиск сокровищ по подсказкам,"Интеллектуальная игра на развитие логического мышления и внимательности. Ребенок решает загадки и следует подсказкам, развивая навыки решения проблем.","Придумайте финальный приз: книга, сладости, новая игрушка | Создайте 5-7 загадок о местах в доме | Например: 'Я холодный и большой, храню еду и лед зимой' (холодильник) | Спрячьте записки с подсказками в указанных местах | Каждая записка ведет к следующей | Сделайте подсказки соответствующими возрасту | Помогайте при затруднениях, но не давайте ответы сразу | Празднуйте успех в конце квеста","Цветная бумага,ручка или маркер,небольшой приз,возможно карта дома,конверты для записок",50,medium,9-12,learn_new,"логическое мышление,решение проблем,чтение,внимательность,настойчивость",indoor,"квест,логика,загадки,поиск",false,any
learn_new_004,Шифры и коды,Изучение тайного языка,"Введение в криптографию через игру. Ребенок изучает различные способы кодирования информации, развивая математическое и логическое мышление.","Начните с простого шифра замены: А=1, Б=2, В=3 | Зашифруйте имя ребенка и попросите расшифровать | Изучите шифр Цезаря: сдвиг букв на 3 позиции | Создайте свой секретный алфавит с символами | Попробуйте зеркальное письмо | Изучите азбуку Морзе для коротких слов | Зашифруйте секретное послание другу | Создайте шифровальную книгу с разными кодами","Бумага и ручки,линейка,таблица алфавита,зеркало,таблица Морзе,цветные карандаши",45,medium,9-12,learn_new,"математическое мышление,логика,внимательность,системное мышление,концентрация",indoor,"математика,шифры,логика,секреты",false,any
learn_new_005,Научный эксперимент,Домашняя лаборатория,"Знакомство с научным методом через безопасные эксперименты. Ребенок учится наблюдать, выдвигать гипотезы и делать выводы.","Выберите простой эксперимент: вулкан из соды и уксуса | Соберите материалы заранее | Объясните цель: узнать, что произойдет при смешивании | Попросите ребенка предположить результат | Проведите эксперимент пошагово | Наблюдайте и описывайте происходящее | Обсудите: почему так получилось? | Запишите результаты в научный дневник | Повторите эксперимент для проверки","Материалы для выбранного эксперимента,блокнот для записей,ручка,фартук или старая одежда,салфетки для уборки",45,medium,9-12,learn_new,"научное мышление,наблюдательность,критическое мышление,причинно-следственные связи,методичность",indoor,"наука,эксперимент,открытия,метод",false,any
learn_new_006,Письмо от руки,Красивое рукописное письмо,"Развитие навыков письменного общения и каллиграфии. Ребенок учится выражать мысли на бумаге и создавать красивые рукописные тексты.","Выберите адресата: бабушка, друг, любимый учитель | Обсудите содержание: что хотите рассказать | Сначала напишите черновик простым карандашом | Проверьте орфографию вместе | Выберите красивую бумагу для чистовика | Пишите аккуратно, не торопясь | Украсьте письмо рисунками по краям | Подпишите красиво | Запечатайте в конверт и отправьте по почте","Красивая бумага,хорошая ручка,простой карандаш,ластик,конверт,марка,цветные карандаши",30,easy,9-12,learn_new,"письменная речь,каллиграфия,выражение мыслей,терпение,внимание к деталям",indoor,"письмо,общение,каллиграфия,терпение",false,any
learn_new_007,Изучение нового навыка,Освоение чего-то нового за день,"Практика самостоятельного обучения и развития способности к концентрации. Подросток выбирает навык и интенсивно изучает его, развивая самодисциплину.","Выберите навык, который можно освоить за день: оригами, жонглирование, новые аккорды | Найдите качественные обучающие материалы: видео, статьи, книги | Составьте план изучения с перерывами каждые 30 минут | Начните с теоретического изучения | Переходите к практическим упражнениям | Записывайте прогресс и трудности | В конце дня продемонстрируйте навык семье | Запланируйте дальнейшее развитие навыка","Зависит от навыка,доступ к интернету,блокнот для записей,таймер,материалы для практики",180,medium,13-17,learn_new,"самообучение,концентрация,целеполагание,самодисциплина,планирование времени",indoor,"обучение,навыки,концентрация,цели",false,any
learn_new_008,Разбор гардероба,Организация и стиль,"Практическая активность по организации пространства и развитию эстетического вкуса. Подросток учится принимать решения и создавать функциональные комплекты одежды.","Освободите всю одежду из шкафа | Рассортируйте по типам: верх, низ, обувь, аксессуары | Примерьте вещи, которые давно не носили | Создайте три кучи: оставить, подарить, выбросить | Оставляйте только то, что нравится и подходит | Создайте 5-7 готовых комплектов на разные случаи | Сфотографируйте удачные сочетания | Организуйте хранение: часто используемое - в доступе | Составьте список недостающих базовых вещей","Вся одежда,большое зеркало,хорошее освещение,пакеты для одежды на пожертвование,вешалки,смартфон для фото",120,easy,13-17,learn_new,"принятие решений,эстетический вкус,организация пространства,планирование,самооценка",indoor,"организация,стиль,решения,эстетика",false,any
learn_new_009,Планирование путешествия,Подготовка идеального отпуска,"Комплексная исследовательская деятельность, развивающая навыки планирования и изучения культур. Подросток создает детальный план путешествия мечты.","Выберите страну или город, который давно хотели посетить | Изучите климат, культуру, традиции этого места | Найдите топ-10 достопримечательностей | Составьте маршрут на 7 дней с учетом расстояний | Рассчитайте примерный бюджет: транспорт, жилье, еда, развлечения | Изучите местную кухню и выберите блюда для дегустации | Выучите 10 фраз на местном языке | Создайте презентацию или альбом с планом путешествия","Доступ к интернету,географические карты,блокнот для записей,калькулятор,цветные ручки,папка для материалов",90,medium,13-17,learn_new,"исследовательские навыки,планирование,бюджетирование,культурная осведомленность,систематизация",indoor,"путешествие,планирование,культура,исследование",false,any
learn_new_010,Микро-разбор,Идеальный порядок в одном месте,"Практика концентрации на малых задачах для получения быстрого результата. Развивает навыки организации и приносит немедленное удовлетворение от завершенной задачи.","Выберите одно конкретное место: ящик стола, полку, тумбочку | Полностью освободите выбранное пространство | Протрите поверхности влажной тряпкой | Рассортируйте вещи: нужное, ненужное, сомнительное | Выбросьте явно лишнее без сожалений | Сгруппируйте похожие предметы вместе | Разложите красиво и функционально | Подпишите или промаркируйте если нужно | Сфотографируйте результат для мотивации","Тряпки для уборки,мусорные пакеты,коробочки или органайзеры,этикетки,маркер,смартфон для фото до/после",20,easy,18+,learn_new,"организация,принятие решений,концентрация,завершение задач,удовлетворение",indoor,"организация,порядок,продуктивность,результат",false,any
learn_new_011,Свидание с собой,Качественное время наедине,"Практика самопознания и заботы о себе. Развивает способность наслаждаться собственным обществом и заботиться о своих потребностях.","Запланируйте 3-4 часа только для себя | Отключите телефон или поставьте в авиарежим | Выберите 3-4 любимых активности: чтение, рисование, ванна, готовка | Приготовьте что-то вкусное только для себя | Создайте уютную атмосферу: свечи, приятная музыка | Займитесь тем, что приносит радость, без цели продуктивности | Ведите дневник ощущений во время активности | Завершите день благодарностью себе за уделенное время","Зависит от выбранных активностей,свечи или лампы,приятная музыка,вкусная еда,дневник,удобная одежда",180,easy,18+,learn_new,"самопознание,самоуважение,релаксация,эмоциональная регуляция,осознанность",indoor,"самопознание,релаксация,забота,осознанность",false,any
learn_new_012,Планирование недели,Эффективная организация времени,"Развитие навыков тайм-менеджмента и стратегического планирования. Учит балансировать обязанности и личные интересы.","В воскресенье вечером проанализируйте прошедшую неделю | Отметьте что удалось, что нет, почему | Выпишите все задачи и обязанности на предстоящую неделю | Разделите на категории: работа/учеба, здоровье, отношения, хобби | Распределите задачи по дням, учитывая энергетические ритмы | Заложите буферное время для непредвиденных дел | Запланируйте время для отдыха и удовольствий | Подготовьте все необходимое с вечера | Каждый день делайте короткий обзор планов","Еженедельник или планнер,цветные ручки,стикеры,календарь,таймер",45,easy,18+,learn_new,"планирование времени,организация,целеполагание,самодисциплина,баланс жизни",indoor,"планирование,время,организация,баланс",false,any
learn_new_013,Домашний SPA-ритуал,Релаксация и уход за собой,"Практика заботы о физическом и эмоциональном благополучии. Создание ритуала релаксации развивает навыки стресс-менеджмента.","Освободите 2-3 часа вечером | Приготовьте ванну с морской солью и эфирными маслами | Включите расслабляющую музыку или звуки природы | Зажгите свечи, приглушите яркий свет | Сделайте маску для лица из натуральных ингредиентов | Заварите травяной чай: ромашка, мелисса, мята | Проведите самомассаж стоп с маслом | Завершите медитацией или дыхательными упражнениями | Ложитесь спать раньше обычного","Морская соль для ванн,эфирные масла,свечи,расслабляющая музыка,маска для лица,травяной чай,масло для массажа",150,easy,18+,learn_new,"стресс-менеджмент,самопознание,релаксация,забота о теле,эмоциональная регуляция",indoor,"релаксация,забота,здоровье,восстановление",false,any
